"NC Code
(7-stellig)","NC Code
(5-stellig)",NC-Bezeichnung,"Raum-
bezeichnung",Raumtyp,"Anzahl
Räume
(Summe)","230 V, 16 A","230 V, 32 A","NEA 230 V, 16 A",400 V / 16 A,400 V / 32 A,400 V / 63 A,NEA (400V/16A) PHYF,EDV RJ45,PE Erdungsschiene,Strombedarf (Leist.) in kW,Strombedarf (Gleichzeitigkeit) in kW,Steckdosen 230V 16A,Steckdosen 400V 16A,sep. Kreislauf,EDV (RJ45),USV,Not-Aus,SI,Schalter,Pot.-Ausgleich,Leistungsstabilität,Überspannungsschutz,Druckluft (CA),Stickstoff (N2),Kohlenstoffdioxid (CO2),Reinstgase nicht näher genannt ,Schutzgas nicht näher genannt Ringleitung (Druckminderer),Vakuum,CA-Netz,SA,Propan,N² (fl.),H² (fl.),LPG,Butan,Methan,CA+,N² (Gas),He,Ar,CO²,O²,H² (gas),C2H2,Zahl,C2H4,(CN)2,Kr,Lachgas,Ne,NH3,Xe,lokal Medien,Laborwasser kalt,Laborwasser warm (Durchlauferhitzer),VE-Wasser,Reinstwasser,Laborabwasser,Kühlwasser Vor- und Rücklauf,Zisternenwasser,Eismaschine (inklusive Abwasser),WNC,WNH,WPC,WPH,WDC,WDH,RW,KWV,KWR,Dampf,Abwasser,Abluft Abzug 480 m³/h,Punktabsaugung 100 m³/h,Schnüffelabsaugung 25 m³/h,Pumpenabluft für Vakuumpumpen (z.T. mit Öl kontaminiert) 5m³/h,Gefahrstoffunterschrank unter Abzug 3 m³/h (24-h-Abluft),Gefahrstoffschrank 60 m³/h (24-h-Abluft),Gefahrstoffschrank 60 4 m³/h (24-h-Abluft) ,Gefahrstoffschrank 90 7 m³/h (24-h-Abluft) ,Gefahrstoffschrank 120 10 m³/h (24-h-Abluft) ,LAN / Daten Geschwindigkeit in Mbit/s,"Mindest-
fläche
m²",Mindesthöhe,"Zugangs-
bereich","Platzierungs-
beschränk.","Tragfähigkeit
Boden","Vibrations-
dämpfung",Status,Raumbeschreibung
3531112,35311,Labor mit Medienversorgung,Geräteraum klein,N.2.4,4,10,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3531113,35311,Labor mit Medienversorgung,Vorbereitungsraum Teutolabs,TL_01,1,39,0,0,1,0,0,0,3,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3541201,35412,Labor mit zusätzlichen Hygieneanforderungen und Medienversorgung,Labormodul 2-Achser Biochemie Typ I,1.4,9,49,0,11,6,1,0,0,7,0,,,,,,,,,,,,,,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,4,0,10,2,0,0,,,,,,,,,,,,1,1,1,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3541202,35412,Labor mit zusätzlichen Hygieneanforderungen und Medienversorgung,Labormodul 2-Achser Biochemie Typ II,1.4.1,6,50,0,10,6,1,0,0,7,0,,,,,,,,,,,,,,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,4,0,11,2,0,0,,,,,,,,,,,,1,1,1,0,2,1,0,0,0,,,,,,,,Zu Erledigen,
3542101,35421,"Labor mit besonderen Hygieneanforderungen, Zugang über Schleuse ...",Labor Embryotransfer & Kyrokoservierung,MH_02,1,26,0,1,1,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3542102,35421,"Labor mit besonderen Hygieneanforderungen, Zugang über Schleuse ...",Tierannahme-und abgabe,MH_03,1,27,0,1,1,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3551401,35514,Isotopenlabor mit erhöhten baukonstruktiven und RLT-Anforderungen mit Schleuse,Isotopenlabor,F.9,3,28,0,4,2,0,0,0,8,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,1,0,,,,,,,,Zu Erledigen,
3551402,35514,Isotopenlabor mit erhöhten baukonstruktiven und RLT-Anforderungen mit Schleuse,Isotopenlabor,F.9.2,1,27,0,3,2,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,1,,,,,,,,Zu Erledigen,
3551403,35514,Isotopenlabor mit erhöhten baukonstruktiven und RLT-Anforderungen mit Schleuse,Schleuse Isotopenlabor,FN.8,1,8,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3622101,36221,Tierhaltung experimentell,Meerwasser,SPT_01,1,73,0,1,1,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3622102,36221,Tierhaltung experimentell,Terrarien (Klimaraum),SPT_02,1,34,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3622103,36221,Tierhaltung experimentell,Reptilien/ Amphibien,SPT_03,1,46,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3622104,36221,Tierhaltung experimentell,Fische,SPT_04,1,58,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3622105,36221,Tierhaltung experimentell,Insekten,SPT_05,2,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3622106,36221,Tierhaltung experimentell,Vorbereitungs- und Rückhalteraum,SPT_06,1,16,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3642101,36421,Käfighaltung mit RLT-Anforderungen,Tierhaltungsraum,MH_01,8,12,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3642102,36421,Käfighaltung mit RLT-Anforderungen,Quarantäne,MH_15,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3711300,37113,Pflanzenzuchtvorbereitungsraum,Arbeitsraum Gärtner,GWH_04,1,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3721101,37211,Gewächshaus experimentell mit besonderen klimatischen Anforderungen und RLT3,Gewächshaus Kompartiment Forschung S1,GWH_01,13,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3721102,37211,Gewächshaus experimentell mit besonderen klimatischen Anforderungen und RLT3,Gewächshaus Kompartiment Forschung S1,GWH_01.1,2,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3721201,37212,Pflanzenzuchtraum experimentell (Raum mit Klimakammern bestückt),Klimaschrankraum,GWH_08,1,30,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,0,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3721202,37212,Pflanzenzuchtraum experimentell (Raum mit Klimakammern bestückt),Raum mit Klimaschrank,GWH_08,1,30,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,0,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3721300,37213,"Klimakammer,RLT 2",Klimakammer,GWH_09,16,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3731101,37311,Gewächshausraum S1,Vorbereitungsraum Großpraktika Dunkelraum,FN.3.1,1,20,0,1,1,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,1,0,,,,,,,,Zu Erledigen,
3731102,37311,Gewächshausraum S1,Vorbereitungsraum mit ABZ Dunkelraum,FN.3.1.1,1,24,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3731103,37311,Gewächshausraum S1,Vorbereitungsraum,FN.3.2,1,20,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3731104,37311,Gewächshausraum S1,Vorbereitungsraum Gewächshaus S1,GWH_05,1,4,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3731105,37311,Gewächshausraum S1,Vorbereitungsraum Klimakammer,GWH_05,1,4,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3731106,37311,Gewächshausraum S1,Nachbereitungsraum Klimakammer,GWH_06,1,19,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,0,6,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3731107,37311,Gewächshausraum S1,Nachbereitungsraum S1,GWH_06,1,19,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,0,6,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3811100,38111,"Großküche mit Sonderabsaugung, Lüftungsdecke und RLT 1",Großküche,GROK,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3921100,39211,Wäschereiraum,Wäschereiräume,WSR,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3932300,39323,"Käfigdesinfektion maschinell, unrein, RLT1",Spülküche/Käfigwaschanlage,MH_08,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3971101,39711,Geräteraum Labor,Geräteraummodul 1-Achser,2.1 BC,18,30,0,10,6,0,0,0,7,0,,,,,,,,,,,,,,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,0,4,0,0,0,,,,,,,,,,,,0,1,2,0,0,1,0,0,0,,,,,,,,Zu Erledigen,
3971102,39711,Geräteraum Labor,Geräteraummodul 1-Achser,2.1 SYN,5,30,0,10,7,0,0,0,7,0,,,,,,,,,,,,,,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,0,6,1,0,0,,,,,,,,,,,,0,3,7,0,0,1,0,0,0,,,,,,,,Zu Erledigen,
3971103,39711,Geräteraum Labor,Geräteraummodul 1-Achser halb,2.3,12,10,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,3,2,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3971104,39711,Geräteraum Labor,Kompensation Biologie Gerätelabor,9.1,1,22,0,4,6,0,0,0,0,0,,,,,,,,,,,,,,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,2,3,0,0,,,,,,,,,,,,0,0,3,0,2,0,0,0,0,,,,,,,,Zu Erledigen,
3971105,39711,Geräteraum Labor,Szintillationsraum,FN.10,1,16,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3971200,39712,Vorbereitungsraum mit labortech. Einrichtungen und RLT 1,Vorbereitungsraum REM/TEM,FN.11,1,21,0,1,2,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,0,0,0,,,,,,,,,,,,2,0,0,0,4,0,0,0,1,,,,,,,,Zu Erledigen,
3972201,39722,Vorbereitungsraum Naturwissenschaft,Vorbereitungsraum / Lager,FN.3,1,17,0,1,1,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,,,,,,,,Zu Erledigen,
3972202,39722,Vorbereitungsraum Naturwissenschaft,Vorbereitungsraum (HS 07),ZL_Hsflex,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
3972203,39722,Vorbereitungsraum Naturwissenschaft,Vorbereitungsraum (HS 11 und 12),ZL_Hsflex,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111101,41111,einfacher Lagerraum,Laborlagermodul 1-Achser halb,7.1,6,6,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111102,41111,einfacher Lagerraum,Lagerraum allgemein,FN.7,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111301,41113,Lagerraum mit RLT 1,Vorlesungssammlung Didaktik,A.3,1,42,0,0,2,1,0,1,6,1,,,,,,,,,,,,,,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,1,0,0,0,0,0,0,2,,,,,,,,Zu Erledigen,
4111302,41113,Lagerraum mit RLT 1,Chemikalienlager klein,FN.5.2,9,10,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,4,,,,,,,,Zu Erledigen,
4111303,41113,Lagerraum mit RLT 1,Chemikalienlager klein AG 7,FN.5.2,1,10,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,2,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,0,0,4,,,,,,,,Zu Erledigen,
4111304,41113,Lagerraum mit RLT 1,Lager,FN.7,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111305,41113,Lagerraum mit RLT 1,Lagerraum,FN.7,15,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111306,41113,Lagerraum mit RLT 1,Lager Groß,FN.9,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111307,41113,Lagerraum mit RLT 1,Lagermodul Keller allgemein,L1.1,1,10,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111308,41113,Lagerraum mit RLT 1,Sterilgutlager,MH_10,3,12,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111309,41113,Lagerraum mit RLT 1,Futtermittel-Lager,MH_11,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111310,41113,Lagerraum mit RLT 1,Materiallager,MH_14,1,4,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,Zu Erledigen,
4111311,41113,Lagerraum mit RLT 1,Materiallager,N.4,3,4,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111312,41113,Lagerraum mit RLT 1,Praktikumslager,P.3,2,16,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111313,41113,Lagerraum mit RLT 1,Praktikumslager Didaktik,P.3,1,16,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111314,41113,Lagerraum mit RLT 1,Lagerraum und Vorbereitung Physik,TLA_02,1,10,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0,3,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111315,41113,Lagerraum mit RLT 1,"Lager, Metall, Kunststoffe, sonstiges",VBW_12,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111316,41113,Lagerraum mit RLT 1,"Lager, Metall, Kunststoffe, sonstiges",VBW_18,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111317,41113,Lagerraum mit RLT 1,"Lager, Metall, Kunststoffe, sonstiges",Wphy_13,1,2,0,0,6,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4111318,41113,Lagerraum mit RLT 1,Lager,Wphy_15,1,12,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4115100,41151,Lagerraum für sterile Erde,Erdlager mit Erdsterilisation,GWH_18,1,6,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4115201,41152,Pflanzentopflager mit Spüle und RLT 3,Lager Gewächshaus S1 groß,GWH_12,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4115202,41152,Pflanzentopflager mit Spüle und RLT 3,Lager Gewächshaus S1 klein,GWH_13,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,Zu Erledigen,
4115203,41152,Pflanzentopflager mit Spüle und RLT 3,Lager Gewächshaus S1 klein,GWH_13,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,Zu Erledigen,
4115204,41152,Pflanzentopflager mit Spüle und RLT 3,Abreifkammer,GWH_17,1,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4211101,42111,Archiv,Archiv,5a_Arc,2,20,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4211102,42111,Archiv,Lager digitale Medien,UB_16,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4211103,42111,Archiv,Zwischenlager,UB_21,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4311100,43111,Lebensmittelkühlraum,Lebensmittelkühlraum,LMKR,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4331101,43311,Kühlraum für wissenschaftliche Zwecke (nur Kühlung),'+4-Grad-Kühlraumodul (Arbeitsraum) 1-Achser halb,5.2,7,10,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4331102,43311,Kühlraum für wissenschaftliche Zwecke (nur Kühlung),-20-Grad-Raum 1-Achser halb,5.2.1,1,10,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
